iter	Logloss
450	0.271619873
451	0.2714837646
452	0.2713377242
453	0.2711606667
454	0.2710138494
455	0.2707836914
456	0.2706526878
457	0.2705226829
458	0.2703394387
459	0.2702368996
460	0.2700315441
461	0.2698618941
462	0.2698165616
463	0.2697092785
464	0.2695130782
465	0.2693103582
466	0.269112965
467	0.2689812123
468	0.2687107156
469	0.2684509277
470	0.2682418546
471	0.2680665172
472	0.2679940241
473	0.2678517844
474	0.267545388
475	0.2674582187
476	0.2672659579
477	0.267093062
478	0.2669316517
479	0.2668532493
480	0.2667004672
481	0.2664751642
482	0.2663258778
483	0.2662868153
484	0.2661302601
485	0.2659403021
486	0.2659134743
487	0.2658025291
488	0.2656077437
489	0.2655024026
490	0.2652868097
491	0.2651149126
492	0.2650220004
493	0.264862227
494	0.2646636131
495	0.2645483953
496	0.2643927557
497	0.2642847235
498	0.2641901744
499	0.2640519021
