iter	Logloss
239	0.307873119
240	0.3076378562
241	0.3074586071
242	0.3071354537
243	0.3069249101
244	0.30672588
245	0.3064550226
246	0.3062650091
247	0.3060316883
248	0.3058582653
249	0.3057158314
250	0.3055579168
251	0.3053824685
252	0.3052259411
253	0.304998058
254	0.304763683
255	0.3045182107
256	0.3043592973
257	0.3041946689
258	0.303912298
259	0.3037255582
260	0.3035419256
261	0.3032923473
262	0.3031180919
263	0.3029388428
264	0.3027233332
265	0.3024485085
266	0.3022871538
267	0.3020188488
268	0.3018456476
269	0.3016534424
270	0.3013350608
271	0.3011262928
272	0.300869751
273	0.3006639515
274	0.300431685
275	0.3002918035
276	0.3001148016
277	0.2999857122
278	0.2997618519
279	0.2995938388
280	0.2993466464
281	0.2990116744
282	0.298863137
283	0.2986852195
284	0.298504389
285	0.2982732045
286	0.2981429499
287	0.2979411732
288	0.2976831055
289	0.2974892911
290	0.2973986539
291	0.2971959894
292	0.2969585072
293	0.2968424849
294	0.2967383922
295	0.2965925182
296	0.2963724032
297	0.2960873413
298	0.2959322843
299	0.2957851618
300	0.2955918191
301	0.2953183261
302	0.2952362893
303	0.2949545011
304	0.2948130937
305	0.2946389493
306	0.2944732111
307	0.2941606556
308	0.2940169178
309	0.293872209
310	0.2937609863
311	0.2934979525
312	0.2931812356
313	0.2930219061
314	0.2928047596
315	0.2925956032
316	0.2923155906
317	0.2920994152
318	0.2920214844
319	0.2917648315
320	0.291602589
321	0.2914854015
322	0.2912911432
323	0.2910602916
324	0.2908119618
325	0.2907041792
326	0.2905137773
327	0.2904640059
328	0.2903020685
329	0.290146096
330	0.2900893888
331	0.2898945479
332	0.2895959473
333	0.2894032426
334	0.289210538
335	0.2890562855
336	0.288922896
337	0.2887522749
338	0.2884851074
339	0.2883375411
340	0.2880721491
341	0.2879264138
342	0.2877656694
343	0.2875776256
344	0.2874107777
345	0.2872205145
346	0.2870694525
347	0.2868526389
348	0.2867161976
349	0.2866000644
350	0.2864534135
351	0.2861991744
352	0.2860306896
353	0.2857251531
354	0.285470692
355	0.2853440163
356	0.2851494529
357	0.2849964489
358	0.2847891513
359	0.2845321933
360	0.2843568559
361	0.2841333563
362	0.2838444935
363	0.2835870916
364	0.2834160822
365	0.2831498025
366	0.2828612172
367	0.2827508545
368	0.2824990845
369	0.282240989
370	0.2820875133
371	0.2818329967
372	0.281689897
373	0.2814005071
374	0.2812691428
375	0.2811252663
376	0.2809299261
377	0.2807376376
378	0.2806745494
379	0.2806515503
380	0.2805666005
381	0.2802988781
382	0.2801588024
383	0.2799780273
384	0.2798316539
385	0.2796739058
386	0.2794370617
387	0.2792448841
388	0.2790467696
389	0.2788811424
390	0.2786464622
391	0.2785077737
392	0.2783380127
393	0.278221713
394	0.2780870472
395	0.2778514238
396	0.2777284379
397	0.2775709118
398	0.2773285744
399	0.2771842818
400	0.2770654297
401	0.2767993719
402	0.2765454379
403	0.2764865945
404	0.2763255726
405	0.2761704324
406	0.2760592097
407	0.2759684615
408	0.275786327
409	0.2755642423
410	0.2754347645
411	0.2752282715
412	0.275024858
413	0.2749819391
414	0.2747497004
415	0.2745444003
416	0.2743253951
417	0.2740543712
418	0.2738433283
419	0.2736571433
420	0.2735519687
421	0.2733977717
422	0.2732167192
423	0.2730802779
424	0.2728235696
425	0.2727110152
426	0.2725003607
427	0.2722699529
428	0.2720677601
429	0.2718050038
430	0.2716662598
431	0.2715486839
432	0.2713843328
433	0.2712693925
434	0.2709839699
435	0.2708597911
436	0.2705714
437	0.270534335
438	0.2703409368
439	0.270077043
440	0.2697915372
441	0.2696248835
442	0.2693747781
443	0.2691522494
444	0.2689196222
445	0.2687214799
446	0.2685049438
447	0.2683462247
448	0.2681763805
449	0.2679737438
450	0.2677591775
451	0.2675931896
452	0.2674558327
453	0.267330461
454	0.2671786776
455	0.2670597978
456	0.2667914928
457	0.2666760809
458	0.2664286665
459	0.2662118253
460	0.2660837902
461	0.2658925559
462	0.2655828025
463	0.2653794445
464	0.2652107932
465	0.2651101685
466	0.2649870994
467	0.2647970858
468	0.2646758478
469	0.2644753751
470	0.2644393643
471	0.2642846125
472	0.2641498912
473	0.2639763295
474	0.2638361428
475	0.2635707231
476	0.2635290805
477	0.2632793635
478	0.263148554
479	0.2629847301
480	0.2628953691
481	0.2627264404
482	0.2624895963
483	0.2622875977
484	0.2620688699
485	0.2620247858
486	0.26180714
487	0.2616981922
488	0.2615394731
489	0.2613411088
490	0.2611639959
491	0.2609757302
492	0.2608578491
493	0.2607726496
494	0.2605999478
495	0.2603823575
496	0.260268194
497	0.260127397
498	0.259950728
499	0.2598120117
